Name,Chain,Category
OraiChain,Ethereum,Yield
OraiDEX,Orai,Dexes
Orbit,Polygon,Services
Orbit Bridge,Binance,Bridge
Orbit Bridge,Celo,Bridge
Orbit Bridge,Ethereum,Bridge
Orbit Bridge,Heco,Bridge
Orbit Bridge,Klaytn,Bridge
Orbit Bridge,Meta,Bridge
Orbit Bridge,Polygon,Bridge
Orbit Bridge,Ripple,Bridge
Orbit Bridge,TON,Bridge
Orbit Bridge,WEMIX,Bridge
OrbitalSwap,Binance,Dexes
Orbiter One,Moonbeam,Lending
Orca,Solana,Dexes
OrcaDAO,Avalanche,Lending
Orcus Finance,Astar,Algo-Stables
OrderNChaos,Arbitrum,Algo-Stables
OrderNChaos,Avalanche,Algo-Stables
OrderNChaos,Binance,Algo-Stables
OrderNChaos,Kava,Algo-Stables
OrderNChaos,zkSync Era,Algo-Stables
Orderly Network,Near,Dexes
OreoSwap,Arbitrum,Dexes
Origin Dollar,Ethereum,Yield Aggregator
Origin Ether,Ethereum,Yield Aggregator
Orion Money,Ethereum,Yield
Orion Protocol,Binance,Dexes
Orion Protocol,Ethereum,Dexes
Osmosis DEX,Osmosis,Dexes
Ostable,Obyte,Algo-Stables
Oswap AMM,Obyte,Dexes
Ottopia,Polygon,Yield
Ouchi Finance,Ethereum,Dexes
Outcome Finance,Boba,Synthetics
Outcome Finance,Ethereum,Synthetics
Outcome Finance,Polygon,Synthetics
Overnight DAI+,Arbitrum,CDP
Overnight DAI+,Optimism,CDP
Overnight USD+,Arbitrum,CDP
Overnight USD+,Binance,CDP
Overnight USD+,Optimism,CDP
Overnight USD+,Polygon,CDP
Overnight USD+,zkSync Era,CDP
Overnight USDT+,Binance,CDP
Owna,Polygon zkEVM,Lending
Oxygen,Solana,Lending
PEAKDEFI,Binance,Services
PEAKDEFI,Ethereum,Services
PERI Finance,Binance,Synthetics
PERI Finance,Ethereum,Synthetics
PERI Finance,Polygon,Synthetics
PHUX,Pulse,Dexes
PLEXUS,Ethereum,Cross Chain
POISON FINANCE,Arbitrum,Synthetics
POISON FINANCE,Binance,Synthetics
PRDT,Binance,Prediction Market
PRDT,Polygon,Prediction Market
PRISM Protocol,Terra,Yield
PRISM Protocol,Terra2,Yield
PULI,Binance,Gaming
PYEswap,Binance,Dexes
Pacman,Arbitrum,Leveraged Farming
Pacoca,Binance,Yield
Pact,Algorand,Dexes
PadSwap,Binance,Dexes
PadSwap,Moonbeam,Dexes
PadSwap,Moonriver,Dexes
Paint Swap,Fantom,Dexes
PairEx,Arbitrum,Derivatives
Pala,Klaytn,Dexes
Paladin DAO,Binance,Reserve Currency
Paladin Vote,Ethereum,Lending
Paladin Warlord,Ethereum,Indexes
Palma Swap,CORE,Dexes
Palmswap,Binance,Derivatives
PanKUKU,Binance,Dexes
PancakeSwap AMM,Aptos,Dexes
PancakeSwap AMM,Binance,Dexes
PancakeSwap AMM,Ethereum,Dexes
PancakeSwap AMM,Linea,Dexes
PancakeSwap AMM,Polygon zkEVM,Dexes
PancakeSwap AMM V1,Binance,Dexes
PancakeSwap AMM V3,Binance,Dexes
PancakeSwap AMM V3,Ethereum,Dexes
PancakeSwap AMM V3,Linea,Dexes
PancakeSwap AMM V3,Polygon zkEVM,Dexes
PancakeSwap StableSwap,Binance,Dexes
Panda Chef,Binance,Farm
PandaLand,smartBCH,Gaming
PandaSwap,Binance,Dexes
Pando Leaf,Mixin,CDP
Pando Rings,Mixin,Lending
Pandora,Binance,Dexes
Pandora Swap,Astar,Dexes
Pangea Swap,Klaytn,Dexes
Pangolin,Avalanche,Dexes
Pangolin,Flare,Dexes
Pangolin,Hedera,Dexes
Pangolin,Songbird,Dexes
PantherSwap,Binance,Dexes
Papa DAO,Avalanche,Reserve Currency
PaperDAO,EthereumPoW,Lending
Paprprintr,Aurora,Algo-Stables
Paprprintr,Binance,Algo-Stables
Paprprintr,Fantom,Algo-Stables
Paprprintr,Kucoin,Algo-Stables
Paprprintr,Polygon,Algo-Stables
ParaSpace APE Staking,Ethereum,Yield
ParaSpace Lending,Arbitrum,NFT Lending
ParaSpace Lending,Ethereum,NFT Lending
Parallax,Arbitrum,Yield Aggregator
Parallax,Ethereum,Yield Aggregator
Parallel AMM,Heiko,Dexes
Parallel AMM,Parallel,Dexes
Parallel DAOfi,Heiko,Payments
Parallel DAOfi,Parallel,Payments
Parallel Lending,Heiko,Lending
Parallel Lending,Parallel,Lending
Parallel Liquid Crowdloan,Heiko,Liquid Staking
Parallel Liquid Crowdloan,Parallel,Liquid Staking
Parallel Liquid Staking,Heiko,Liquid Staking
Parallel Liquid Staking,Parallel,Liquid Staking
Paraluni Dex,Binance,Dexes
Paraluni Masterchef,Binance,Yield
Parasset,Ethereum,CDP
Paraswap,Ethereum,Dexes
Parcl,Solana,Synthetics
Paribus,Arbitrum,Lending
Parrot Defi,Arbitrum,Farm
Parrot Defi,Harmony,Farm
Parrot Defi,IoTeX,Farm
Parrot Defi,Polygon,Farm
Parrot Protocol,Solana,CDP
Partial Finance,Fantom,Algo-Stables
PartySwap,Avalanche,Dexes
Pawnfi APE Staking,Ethereum,Yield
Pawnfi Lending,Ethereum,NFT Lending
PayCash,EOS,Dexes
Peak Finance,Metis,Algo-Stables
Peaky Finance,Binance,Derivatives
Pear DAO,Binance,Dexes
PearZap,Binance,Yield
PearZap,Fantom,Yield
PearZap,Polygon,Yield
PearlFi,Polygon,Dexes
Peel Defi,Binance,Algo-Stables
PegaSys V2,Syscoin,Dexes
PegaSys V3,Rollux,Dexes
Pegasus Finance,Optimism,Derivatives
Pegasusdollar,Cronos,Algo-Stables
PembRock Finance,Near,Yield
Pendle,Arbitrum,Yield
Pendle,Avalanche,Yield
Pendle,Binance,Yield
Pendle,Ethereum,Yield
Penguin,Solana,Dexes
Penguin Finance,Avalanche,Yield
Penpie,Arbitrum,Yield
Penpie,Binance,Yield
Penpie,Ethereum,Yield
Penrose,Polygon,Yield
PepeDex,Ethereum,Gaming
PepeTeam Bridge,Binance,Bridge
PepeTeam Bridge,Ethereum,Bridge
PepeTeam Bridge,Polygon,Bridge
PepeTeam Bridge,Tron,Bridge
PepeTeam sWAVES,Waves,Liquid Staking
Percent Finance,Ethereum,Lending
Perennial,Arbitrum,Derivatives
Perennial,Ethereum,Derivatives
Perion,Ethereum,Gaming
Perlin,Ethereum,Dexes
Perpetual Protocol,Ethereum,Derivatives
Perpetual Protocol,Optimism,Derivatives
Phantom Finance,Fantom,Farm
PheasantSwap,ENULS,Dexes
Phemex,Bitcoin,CEX
Phemex,Ethereum,CEX
Phenix DEX,Cronos,Dexes
Phenix DEX,Polygon,Dexes
Phezzan Protocol,Kava,Dexes
Philetairus Socius,Fantom,Dexes
Phission Finance,Ethereum,Derivatives
Phoenix Bonds,Near,Yield Aggregator
Phoenix DEX,Terra2,Dexes
Phoenix Finance,Binance,Options
Phoenix Finance,Polygon,Options
Phoenix Finance,Wanchain,Options
Photon Protocol,Binance,Reserve Currency
PhotonSwap Finance,Cronos,Dexes
PhotonSwap Finance,Evmos,Dexes
PhotonSwap Finance,Kava,Dexes
Phuture,Avalanche,Indexes
Phuture,Ethereum,Indexes
Pickle,Arbitrum,Yield Aggregator
Pickle,Aurora,Yield Aggregator
Pickle,Cronos,Yield Aggregator
Pickle,Ethereum,Yield Aggregator
Pickle,Harmony,Yield Aggregator
Pickle,Kava,Yield Aggregator
Pickle,Metis,Yield Aggregator
Pickle,Moonbeam,Yield Aggregator
Pickle,Moonriver,Yield Aggregator
Pickle,OKExChain,Yield Aggregator
Pickle,Optimism,Yield Aggregator
Pickle,Polygon,Yield Aggregator
Picnic,Polygon,Indexes
Pidao Finance,Binance,Reserve Currency
PieDAO,Ethereum,Indexes
Piggy,Binance,CDP
Piggy Finance,Avalanche,Yield
Piggybank DAO,Avalanche,Reserve Currency
Pika,Optimism,Derivatives
Pika V4,Optimism,Derivatives
Pillar,Zilliqa,Algo-Stables
Pilot Protocol,Heco,Lending
Pine Protocol,Ethereum,NFT Lending
Pine Protocol,Polygon,NFT Lending
Pinjam Labs,Kava,Lending
PinkPea Finance,Aurora,Yield Aggregator
PinkSale,Avalanche,Launchpad
PinkSale,Binance,Launchpad
PinkSale,Cronos,Launchpad
PinkSale,Ethereum,Launchpad
PinkSale,Fantom,Launchpad
PinkSale,Polygon,Launchpad
PinkSwap,Binance,Dexes
Pinnako,zkSync Era,Derivatives
Pinyottas,Ethereum,NFT Marketplace
Pippi,Heco,Dexes
PirateDAO,Avalanche,Reserve Currency
Pirex,Arbitrum,Yield
Pirex,Ethereum,Yield
Pizza,EOS,Lending
Planet Farm,Binance,Yield
Platinum Finance,Fantom,Algo-Stables
Platypus Finance,Avalanche,Dexes
PleasrDAO,Ethereum,Services
Plenty,Tezos,Dexes
Pls2e,Binance,Dexes
PlsPrint,Pulse,Staking Pool
Pluto,Waves,Reserve Currency
PlutusDAO,Arbitrum,Yield
PoWSwap,EthereumPoW,Dexes
Pods Finance,Arbitrum,Options
Pods Finance,Ethereum,Options
Pods Finance,Polygon,Options
Pods Yield,Ethereum,Yield
Polar Bear Finance,Avalanche,Algo-Stables
Polaris Finance,Aurora,Dexes
PolkaEx,Astar,Dexes
PolkaEx,Binance,Dexes
PolkaEx,Ethereum,Dexes
PolkaEx,Polygon,Dexes
PolkaEx,Shiden,Dexes
Polkamarkets,Ethereum,Prediction Market
Polkamarkets,Moonbeam,Prediction Market
Polkamarkets,Moonriver,Prediction Market
Polkastarter,Binance,Launchpad
Polkastarter,Ethereum,Launchpad
Polkaswap,Sora,Dexes
Polly Finance,Polygon,Indexes
Poly Network,Aptos,Bridge
Poly Network,Arbitrum,Bridge
Poly Network,Astar,Bridge
Poly Network,Avalanche,Bridge
Poly Network,Binance,Bridge
Poly Network,Bitgert,Bridge
Poly Network,Boba,Bridge
Poly Network,Bytomsidechain,Bridge
Poly Network,CLV,Bridge
Poly Network,Carbon,Bridge
Poly Network,Celo,Bridge
Poly Network,Conflux,Bridge
Poly Network,Dexit,Bridge
Poly Network,Ethereum,Bridge
Poly Network,Fantom,Bridge
Poly Network,Harmony,Bridge
Poly Network,Heco,Bridge
Poly Network,Hoo,Bridge
Poly Network,Kava,Bridge
Poly Network,Kucoin,Bridge
Poly Network,Metis,Bridge
Poly Network,NEO,Bridge
Poly Network,Neo3,Bridge
Poly Network,OKExChain,Bridge
Poly Network,Oasis,Bridge
Poly Network,Ontology,Bridge
Poly Network,Optimism,Bridge
Poly Network,Pallete,Bridge
Poly Network,Polygon,Bridge
Poly Network,Starcoin,Bridge
Poly Network,Zilliqa,Bridge
Poly Network,xDai,Bridge
PolyCub,Polygon,Yield
PolyDEX-Cryption Network,Polygon,Dexes
PolyQuity,Polygon,CDP
PolyShield,Polygon,Yield
PolyYeld Finance,Polygon,Yield
Polycat,Polygon,Farm
Polycat Dex,Polygon,Dexes
Polydex,Polygon,Dexes
Polygon Bridge & Staking,Polygon,Chain
PolygonFarm Finance,Polygon,Yield
Polymarket,Polygon,Prediction Market
Polynomial Earn,Optimism,Options Vault
Polynomial Trade,Optimism,Derivatives
Polyo Exchange,Binance,Dexes
Polyquail,Polygon,Yield
Polyroll,Polygon,Yield
Polytrade,Polygon,Yield
Polywhale Finance,Polygon,Yield
Pony Finance,Ethereum,Indexes
PonySwap,Arbitrum,Dexes
PonytaSwap,Rangers,Dexes
Poof Cash,Celo,Lending
PoolTogether,Avalanche,Services
PoolTogether,Binance,Services
PoolTogether,Celo,Services
PoolTogether,Ethereum,Services
PoolTogether,Optimism,Services
PoolTogether,Polygon,Services
Poopsicle,Fantom,Yield
Pop Town,Ethereum,Yield
Popcorn,Arbitrum,Yield
Popcorn,Binance,Yield
Popcorn,Ethereum,Yield
Popcorn,Polygon,Yield
Popsicle Finance,Binance,Liquidity manager
Popsicle Finance,Ethereum,Liquidity manager
Popsicle Finance,Fantom,Liquidity manager
Popsicle Finance,Polygon,Liquidity manager
Port Finance,Solana,Lending
Portal,Acala,Bridge
Portal,Algorand,Bridge
Portal,Aptos,Bridge
Portal,Arbitrum,Bridge
Portal,Aurora,Bridge
Portal,Avalanche,Bridge
Portal,Base,Bridge
Portal,Binance,Bridge
Portal,Celo,Bridge
Portal,Ethereum,Bridge
Portal,Fantom,Bridge
Portal,Injective,Bridge
Portal,Karura,Bridge
Portal,Klaytn,Bridge
Portal,Moonbeam,Bridge
Portal,Near,Bridge
Portal,Oasis,Bridge
Portal,Optimism,Bridge
Portal,Polygon,Bridge
Portal,Solana,Bridge
Portal,Sui,Bridge
Portal,Terra,Bridge
Portal,Terra2,Bridge
Portal,XPLA,Bridge
Position Exchange,Binance,Dexes
Potluck Protocol,Fantom,Dexes
PowSea,EthereumPoW,Dexes
Powaa Protocol,Ethereum,Services
PowerPool,Binance,Indexes
PowerPool,Ethereum,Indexes
PowerSwap,EthereumPoW,Dexes
Powerbomb Finance,Arbitrum,Yield
Powerbomb Finance,Optimism,Yield
Powerbomb Finance,Polygon,Yield
Predictcoin,Binance,Prediction Market
Predy V2,Arbitrum,Derivatives
Predy V3,Arbitrum,Derivatives
Predy V3.2,Arbitrum,Derivatives
Premia,Arbitrum,Options
Premia,Binance,Options
Premia,Ethereum,Options
Premia,Fantom,Options
Premia,Optimism,Options
Premio,Celo,Yield
Premio,Kava,Yield
Primal,Binance,Services
Prime Protocol,Arbitrum,Lending
Prime Protocol,Avalanche,Lending
Prime Protocol,Ethereum,Lending
Prime Protocol,Moonbeam,Lending
Primitive,Ethereum,Dexes
Printer Financial,Avalanche,Bridge
Printer Financial,Binance,Bridge
Printer Financial,Cronos,Bridge
Printer Financial,Fantom,Bridge
Printer Financial,Harmony,Bridge
Printer Financial,Polygon,Bridge
PrivCash,Kava,Privacy
Procyon,Cronos,Farm
ProjectX,Avalanche,Yield
Proof of Humanity,Ethereum,Services
Prophet,Obyte,Prediction Market
Protectorate Protocol,Ethereum,Yield Aggregator
Proteo Defi,Elrond,Farm
ProtoFi,Fantom,Dexes
Proton Dex,Proton,Dexes
Proton Loan,Proton,Lending
Proton Swap,Proton,Dexes
ProtossDex,Starknet,Dexes
Proxy,Ethereum,Yield
Proxy,Polygon,Yield
PsyOptions,Solana,Options
PuddingSwap,Hoo,Dexes
Pulsar Swap,Arbitrum,Dexes
Pulsar Swap,Ethereum,Dexes
Pulsar Swap,Mantle,Dexes
Pulse DAO,Fantom,Algo-Stables
Pulse Rate,Pulse,Algo-Stables
PulseX V1,Pulse,Dexes
PulseX V2,Pulse,Dexes
Pulsemax Finance,Pulse,Algo-Stables
Pumpkin DAO,Fantom,Reserve Currency
PureFi,Binance,Yield
PureFi,Ethereum,Yield
PureFi,Polygon,Yield
PureSwap,Binance,Dexes
Purple Bridge DEX,Polygon,Dexes
Puzzle Lend,Waves,Lending
Puzzle Swap,Waves,Dexes
Pylon Protocol,Terra,Yield
QAO,Ethereum,Indexes
QIAN,Ethereum,Synthetics
QiDao,Arbitrum,CDP
QiDao,Avalanche,CDP
QiDao,Binance,CDP
QiDao,Ethereum,CDP
QiDao,Fantom,CDP
QiDao,Harmony,CDP
QiDao,Metis,CDP
QiDao,Moonbeam,CDP
QiDao,Moonriver,CDP
QiDao,Optimism,CDP
QiDao,Polygon,CDP
QiDao,xDai,CDP
Qilin,Ethereum,Dexes
Quadrat,Arbitrum,Liquidity manager
Quadrat,Binance,Liquidity manager
Quadrat,Ethereum,Liquidity manager
Quadrat,Optimism,Liquidity manager
Quadrat,Polygon,Liquidity manager
QuantumX Network,Elrond,Services
Quarry,Solana,Yield
Quasar Vaults,Osmosis,Yield
QuasarSwap,Nova Network,Dexes
Qubit,Binance,Lending
Qubit,Klaytn,Lending
QuickPerps,Polygon zkEVM,Derivatives
Quicksilver Protocol,Quicksilver,Liquid Staking
Quickswap Dex,Polygon,Dexes
Quickswap Lend,Polygon,Lending
Quickswap V3,Dogechain,Dexes
Quickswap V3,Polygon,Dexes
Quickswap V3,Polygon zkEVM,Dexes
QuipuSwap Stableswap,Tezos,Dexes
QuipuSwap V1,Tezos,Dexes
QuipuSwap V2,Tezos,Dexes
QuipuSwap V3,Tezos,Dexes
Quoll,Binance,Yield
R U Generous,Avalanche,Reserve Currency
RAIDSHIFT Marketplace,Tron,Dexes
RBX,Binance,Dexes
RBX,Ethereum,Dexes
RCPswap,Arbitrum Nova,Dexes
REX Staking,Telos,Lending
RFOX,Binance,Yield
RHEA DAO,Klaytn,Reserve Currency
RaDao,Binance,Reserve Currency
Rabbit Finance,Binance,Lending
RabbitX,Ethereum,Derivatives
Radial,Fantom,Yield
Radiant V1,Arbitrum,Lending
Radiant V2,Arbitrum,Lending
Radiant V2,Binance,Lending
Radiate Protocol,Arbitrum,Yield
RadioShack,Avalanche,Dexes
RadioShack,Binance,Dexes
RadioShack,Cronos,Dexes
RadioShack,Dogechain,Dexes
RadioShack,Ethereum,Dexes
RadioShack,Fantom,Dexes
RadioShack,Optimism,Dexes
RadioShack,Polygon,Dexes
Raft,Ethereum,CDP
Rage Trade,Arbitrum,Yield
RagnarokDAO,Avalanche,Reserve Currency
Railgun,Arbitrum,Privacy
Railgun,Binance,Privacy
Railgun,Ethereum,Privacy
Railgun,Polygon,Privacy
Rainbow,Ethereum,Services
Ram Protocol,ThunderCore,Lending
Ramp,Avalanche,CDP
Ramp,Binance,CDP
Ramp,Ethereum,CDP
Ramp,Polygon,CDP
Ramses V1,Arbitrum,Dexes
Ramses V2,Arbitrum,Dexes
Range Protocol,Arbitrum,Liquidity manager
Range Protocol,Binance,Liquidity manager
Range Protocol,Ethereum,Liquidity manager
Range Protocol,Polygon,Liquidity manager
Rari Capital,Arbitrum,Yield Aggregator
Rari Capital,Ethereum,Yield Aggregator
Rarible,Ethereum,Services
Rarify,xDai,Yield
Ratio Finance,Solana,CDP
Ravcube Finance,Milkomeda,Algo-Stables
Raven,Fantom,Yield
Raydium,Solana,Dexes
ReHold V1,Arbitrum,Yield
ReHold V1,Avalanche,Yield
ReHold V1,Binance,Yield
ReHold V1,Fantom,Yield
ReHold V1,Optimism,Yield
ReHold V1,Polygon,Yield
ReHold V2,Arbitrum,Yield
ReHold V2,Avalanche,Yield
ReHold V2,Binance,Yield
ReHold V2,Optimism,Yield
ReHold V2,Polygon,Yield
ReactorFusion,zkSync Era,Lending
Real Protocol,EthereumPoW,CDP
RealT RMM Marketplace,xDai,Lending
RealT Tokens,xDai,RWA
Reaper Farm,Arbitrum,Yield Aggregator
Reaper Farm,Binance,Yield Aggregator
Reaper Farm,Fantom,Yield Aggregator
Reaper Farm,Optimism,Yield Aggregator
Reax Assets,Mantle,Synthetics
Reax Lending,Mantle,Lending
Reax Swaps,Mantle,Dexes
Redacted Protocol,Ethereum,Yield
Redemption,Fantom,Dexes
Ref Finance,Near,Dexes
Reflexer,Ethereum,CDP
RelayChain,Arbitrum,Bridge
RelayChain,Avalanche,Bridge
RelayChain,Binance,Bridge
RelayChain,Cronos,Bridge
RelayChain,Ethereum,Bridge
RelayChain,Fantom,Bridge
RelayChain,Harmony,Bridge
RelayChain,Heco,Bridge
RelayChain,IoTeX,Bridge
RelayChain,Metis,Bridge
RelayChain,Moonriver,Bridge
RelayChain,Optimism,Bridge
RelayChain,Polygon,Bridge
RenVM,Arbitrum,Bridge
RenVM,Avalanche,Bridge
RenVM,Binance,Bridge
RenVM,Ethereum,Bridge
RenVM,Fantom,Bridge
RenVM,Kava,Bridge
RenVM,Optimism,Bridge
RenVM,Polygon,Bridge
RenVM,Solana,Bridge
Reserve,Ethereum,CDP
Resonate Finance,Arbitrum,Yield
Resonate Finance,Ethereum,Yield
Resonate Finance,Fantom,Yield
Resonate Finance,Optimism,Yield
Resonate Finance,Polygon,Yield
Retreeb,Fantom,Payments
RetroDefi,Binance,Yield
RetroDefi,Polygon,Yield
Revault,Binance,Yield
Reverse,Harmony,Reserve Currency
Revert Compoundor,Arbitrum,Services
Revert Compoundor,Binance,Services
Revert Compoundor,Ethereum,Services
Revert Compoundor,Optimism,Services
Revert Compoundor,Polygon,Services
Revert V3 Staker,Evmos,Liquidity manager
Revert V3 Staker,Polygon,Liquidity manager
Revest Finance,Arbitrum,NFT Lending
Revest Finance,Avalanche,NFT Lending
Revest Finance,Ethereum,NFT Lending
Revest Finance,Fantom,NFT Lending
Revest Finance,Optimism,NFT Lending
Revest Finance,Polygon,NFT Lending
Revoluzion,Binance,Services
Revuto,Cardano,Services
Rhino.fi,Arbitrum,Dexes
Rhino.fi,Ethereum,Dexes
Rhino.fi,Polygon,Dexes
Ribbon,Avalanche,Options Vault
Ribbon,Binance,Options Vault
Ribbon,Ethereum,Options Vault
Ribbon,Solana,Options Vault
Ribbon Earn,Ethereum,Options
Ribbon Lend,Ethereum,Uncollateralized Lending
Rift Finance,Aurora,Yield
Rift Finance,Ethereum,Yield
Rigoblock,Arbitrum,Services
Rigoblock,Ethereum,Services
Rigoblock,Optimism,Services
Rigoblock,Polygon,Services
Rikkei Finance,Binance,Lending
RingFi,Binance,Yield
Ripae,Arbitrum,Algo-Stables
Ripae,Avalanche,Algo-Stables
Ripae,Binance,Algo-Stables
Ripae,Cronos,Algo-Stables
Ripae,Fantom,Algo-Stables
Ripae,Optimism,Algo-Stables
Ripae,Polygon,Algo-Stables
Rising Undead,Kava,Gaming
Risk Harbor,Arbitrum,Insurance
Risk Harbor,Aurora,Insurance
Risk Harbor,Avalanche,Insurance
Risk Harbor,Ethereum,Insurance
Risk Harbor,Fantom,Insurance
Risk Harbor,Optimism,Insurance
Risk Harbor,Polygon,Insurance
Risk Harbor,Terra,Insurance
Risk Harbor,Terra2,Insurance
Risq Protocol,Binance,Options
RivrKitty,Moonriver,Yield
Roaring Lion,Binance,Algo-Stables
RobiniaSwap,Binance,Dexes
Robo-Advisor for Yield,Ethereum,Yield
Robo-Vault,Avalanche,Yield
Robo-Vault,Fantom,Yield
RociFi V1,Polygon,Lending
RociFi V2,Polygon,Lending
RociFi V2,zkSync Era,Lending
Rocket Pool,Ethereum,Liquid Staking
RocketSwap,Lamden,Dexes
Rodeo,Arbitrum,Yield
Roe Finance,Arbitrum,Lending
Roe Finance,Ethereum,Lending
Roe Finance,Polygon,Lending
Roketo,Near,Payments
Rollup Finance,zkSync Era,Derivatives
Rook,Ethereum,Dexes
Rose,Aurora,Dexes
Router Protocol,Arbitrum,Cross Chain
Router Protocol,Aurora,Cross Chain
Router Protocol,Avalanche,Cross Chain
Router Protocol,Binance,Cross Chain
Router Protocol,Cronos,Cross Chain
Router Protocol,Ethereum,Cross Chain
Router Protocol,Fantom,Cross Chain
Router Protocol,Harmony,Cross Chain
Router Protocol,Kava,Cross Chain
Router Protocol,Optimism,Cross Chain
Router Protocol,Polygon,Cross Chain
RskSwap,RSK,Dexes
Rubic,Binance,Cross Chain
Rubic,Kava,Cross Chain
Rubicon,Arbitrum,Dexes
Rubicon,Optimism,Dexes
Rubik Finance,Fantom,Algo-Stables
RubikFarm,Binance,Farm
Ruby Finance,Kava,Algo-Stables
Ruby.Exchange Stable,Europa,Dexes
Ruby.Exchange Yield,Europa,Yield
RubyDex,Arbitrum,Derivatives
RubyDex,Binance,Derivatives
Ruler,Ethereum,Lending
Rysk Finance,Arbitrum,Options
S Finance,Ethereum,Dexes
SFT Protocol,Filecoin,Liquid Staking
SMBSwap V2,Binance,Dexes
SMBSwap V3,Binance,Dexes
SPL Governance,Solana,Services
SSAP,CLV,Lending
SSAP,Oasis,Lending
STFIL,Filecoin,Liquid Staking
STON.fi,TON,Dexes
STRX Finance,Tron,Liquid Staking
SUN.io,Tron,Dexes
SUNSwap V1,Tron,Dexes
SUNSwap V2,Tron,Dexes
SWAPP,Cronos,Dexes
SWFT,Binance,Bridge
SWFT,Ethereum,Bridge
SWFT,Fantom,Bridge
SWFT,Heco,Bridge
SWFT,Kava,Bridge
SWFT,OKExChain,Bridge
SWFT,Polygon,Bridge
SYNC Network,Ethereum,NFT Lending
Saber,Solana,Dexes
Sablier Finance,Arbitrum,Payments
Sablier Finance,Avalanche,Payments
Sablier Finance,Binance,Payments
Sablier Finance,Ethereum,Payments
Sablier Finance,Optimism,Payments
Sablier Finance,Polygon,Payments
Sablier Finance,Ronin,Payments
Saddle Finance,Arbitrum,Dexes
Saddle Finance,Aurora,Dexes
Saddle Finance,Ethereum,Dexes
Saddle Finance,Evmos,Dexes
Saddle Finance,Fantom,Dexes
Saddle Finance,Kava,Dexes
Saddle Finance,Optimism,Dexes
SafeOHM,Binance,Reserve Currency
SafeSwap,Ethereum,Dexes
SafeSwap,Polygon,Dexes
Saffron Finance,Ethereum,Yield
SageBet,Arbitrum,Prediction Market
Sahara Exchange,Oasis,Dexes
SaharaDAO,Cronos,Algo-Stables
SaitaSwap,Binance,Dexes
SaitaSwap,Ethereum,Dexes
Sakai Vault,Binance,Derivatives
SakePerp,Binance,Dexes
SakePerp,Ethereum,Dexes
Salem Finance,Cronos,Yield
Salem Finance,Fantom,Yield
Salem Finance,Polygon,Yield
SamoDAO,Binance,Reserve Currency
SandClock,Ethereum,Services
Sapphire Defi,Fantom,Yield
Sapphire Mine,Polygon,Yield
Saros,Solana,Dexes
SashimiDAO,Avalanche,Reserve Currency
SashimiSwap,Binance,Dexes
SashimiSwap,Ethereum,Dexes
SashimiSwap,Heco,Dexes
Satin Exchange,Polygon,Dexes
Satori Finance,Polygon zkEVM,Derivatives
Satori Finance,zkSync Era,Derivatives
SatoshiCoreSwap,CORE,Dexes
SaucerSwap,Hedera,Dexes
Savanna Finance,Cronos,Algo-Stables
Savvy,Arbitrum,CDP
Scallop,Solana,Lending
Scallop,Sui,Lending
Scarab Finance,Fantom,Algo-Stables
ScareCrow Finance,Fantom,Yield
ScarySwap,Fantom,Dexes
Scatter,Ethereum,NFT Marketplace
Scientix,Binance,Synthetics
Scion Finance,Fantom,Yield Aggregator
Scion Finance,Moonriver,Yield Aggregator
Scranton Finance,Fantom,Yield
Scream,Fantom,Lending
Scrub,Cronos,Algo-Stables
Scrub,Kava,Algo-Stables
Scrub Invest,Kava,Yield
Sculptor Finance,Binance,Lending
SeaDex,Moonriver,Dexes
SeaLightSwap,Polygon,Dexes
Seashell,Arbitrum,Yield
SecretSwap,Secret,Dexes
Sector Finance,Arbitrum,Yield
Sector Finance,Ethereum,Yield
Sector Finance,Moonriver,Yield
Sector Finance,Optimism,Yield
SecureDAO,Fantom,Reserve Currency
Securo Finance,Aurora,Indexes
Securo Finance,Avalanche,Indexes
Securo Finance,Binance,Indexes
Securo Finance,Polygon,Indexes
Seeder Finance,Binance,Yield
Seedify,Binance,Launchpad
Selfex,Kava,Dexes
SenpaiSwap,Boba,Reserve Currency
Sense,Ethereum,Yield
Sentiment,Arbitrum,Leveraged Farming
Sentre,Solana,Dexes
Serum,Solana,Dexes
Serum Swap,Solana,Dexes
Set Protocol,Ethereum,Indexes
ShadeCash,Fantom,Privacy
ShadeLend,Secret,Lending
ShadeSwap,Secret,Dexes
ShadowSwap,CORE,Dexes
ShapeShift,Ethereum,Dexes
SharedStake,Ethereum,Liquid Staking
Sharelock,zkSync Era,Dexes
SharkSwap,SXnetwork,Dexes
Sharky,Solana,NFT Lending
Sharky Swap,Arbitrum,Dexes
Sharpe Magnum,Ethereum,Yield
SheepDex,Binance,Dexes
Sheesha Finance,Binance,Yield
Shell Protocol,Arbitrum,Dexes
Sherlock,Ethereum,Insurance
Sherpa Cash,Avalanche,Privacy
ShibShift,Pulse,Dexes
Shiba Fantom,Fantom,Dexes
ShibaSwap,Ethereum,Dexes
Shibance,Binance,Dexes
Shibance,Kucoin,Dexes
Shibui DAO,Boba,NFT Marketplace
Shield,Binance,Options
ShiftDollar,Cronos,Algo-Stables
Shinobi,Ubiq,Dexes
ShiroSwap,Binance,Dexes
Shoebill Finance,Kava,Lending
Shoebill Finance,Klaytn,Lending
